frame,ep_length,done,term_reason,root_z,root_ref_z,root_z_err,root_roll,root_pitch,root_yaw,root_ref_roll,root_ref_pitch,root_ref_yaw,root_lin_err,root_ang_err,q_ref_L_HipRoll_Joint,q_ref_L_HipPitch_Joint,q_ref_L_HipYaw_Joint,q_ref_L_Knee_Joint,q_ref_L_AnklePitch_Joint,q_ref_L_AnkleRoll_Joint,q_ref_R_HipRoll_Joint,q_ref_R_HipPitch_Joint,q_ref_R_HipYaw_Joint,q_ref_R_Knee_Joint,q_ref_R_AnklePitch_Joint,q_ref_R_AnkleRoll_Joint,q_ref_WaistYaw_Joint,q_cur_L_HipRoll_Joint,q_cur_L_HipPitch_Joint,q_cur_L_HipYaw_Joint,q_cur_L_Knee_Joint,q_cur_L_AnklePitch_Joint,q_cur_L_AnkleRoll_Joint,q_cur_R_HipRoll_Joint,q_cur_R_HipPitch_Joint,q_cur_R_HipYaw_Joint,q_cur_R_Knee_Joint,q_cur_R_AnklePitch_Joint,q_cur_R_AnkleRoll_Joint,q_cur_WaistYaw_Joint,q_err_L_HipRoll_Joint,q_err_L_HipPitch_Joint,q_err_L_HipYaw_Joint,q_err_L_Knee_Joint,q_err_L_AnklePitch_Joint,q_err_L_AnkleRoll_Joint,q_err_R_HipRoll_Joint,q_err_R_HipPitch_Joint,q_err_R_HipYaw_Joint,q_err_R_Knee_Joint,q_err_R_AnklePitch_Joint,q_err_R_AnkleRoll_Joint,q_err_WaistYaw_Joint,torque_L_HipRoll_Joint,torque_L_HipPitch_Joint,torque_L_HipYaw_Joint,torque_L_Knee_Joint,torque_L_AnklePitch_Joint,torque_L_AnkleRoll_Joint,torque_R_HipRoll_Joint,torque_R_HipPitch_Joint,torque_R_HipYaw_Joint,torque_R_Knee_Joint,torque_R_AnklePitch_Joint,torque_R_AnkleRoll_Joint,torque_WaistYaw_Joint,action_L_HipRoll_Joint,action_L_HipPitch_Joint,action_L_HipYaw_Joint,action_L_Knee_Joint,action_L_AnklePitch_Joint,action_L_AnkleRoll_Joint,action_R_HipRoll_Joint,action_R_HipPitch_Joint,action_R_HipYaw_Joint,action_R_Knee_Joint,action_R_AnklePitch_Joint,action_R_AnkleRoll_Joint,action_WaistYaw_Joint,keybody_err_L_Knee_Link,keybody_err_R_Knee_Link,keybody_err_L_Foot_Link,keybody_err_R_Foot_Link
134,1,0,,0.892171,0.883552,-0.008620,0.038663,0.046294,-1.885508,-0.006325,0.040102,-1.608230,0.267344,0.191513,-0.028466,0.213969,0.025453,0.524756,-0.370429,0.034902,0.022798,-0.207516,-0.037386,-0.495201,0.353809,0.047902,-0.026458,-0.033475,0.253944,-0.029149,0.502679,-0.300609,0.037028,-0.009207,-0.298122,-0.059118,-0.537770,0.283620,-0.033015,-0.010123,0.005010,-0.039975,0.054602,0.022077,-0.069820,-0.002126,0.032005,0.090606,0.021732,0.042569,0.070189,0.080917,-0.016335,43.121750,47.785378,-2.457825,19.802092,-14.223324,-19.988518,-19.533735,49.261070,-37.252144,31.252275,-52.712189,-33.614372,5.917123,-0.002189,0.272716,-0.040973,-0.056878,-0.121262,-0.130378,0.152922,-0.202993,-0.034776,-0.136018,-0.021473,,-0.016844,,,,
135,1,0,,0.893494,0.882318,-0.011176,0.036884,0.044612,-1.895863,-0.007892,0.037202,-1.610145,0.268874,0.525801,-0.028959,0.217421,0.023895,0.540678,-0.380434,0.037528,0.022754,-0.214723,-0.039448,-0.516754,0.362878,0.051286,-0.021040,-0.032381,0.270669,-0.014309,0.540770,-0.324394,0.012364,-0.015923,-0.293405,-0.069905,-0.526373,0.274630,-0.035444,-0.009923,0.003422,-0.053248,0.038205,-0.000093,-0.056040,0.025164,0.038678,0.078682,0.030457,0.009619,0.088249,0.086730,-0.011117,34.754169,40.236481,1.136115,12.836411,-4.195225,-12.843122,9.355369,8.055653,-26.326632,33.381672,-28.223269,-30.883099,5.706361,-0.008375,0.300913,-0.052714,-0.098086,-0.090471,-0.126675,0.164755,-0.195782,-0.025093,-0.127384,0.026581,,-0.000079,,,,
136,1,0,,0.894792,0.880554,-0.014238,0.035579,0.045979,-1.910263,-0.008345,0.032757,-1.614915,0.267064,0.557872,-0.030423,0.219803,0.019776,0.558452,-0.392360,0.040369,0.023360,-0.226625,-0.044887,-0.549507,0.374552,0.056205,-0.011907,-0.032337,0.287048,0.000671,0.569951,-0.344710,-0.002602,-0.022633,-0.292871,-0.085035,-0.516228,0.265457,-0.037383,-0.009852,0.001914,-0.067245,0.019105,-0.011499,-0.047650,0.042970,0.045992,0.066246,0.040148,-0.033279,0.109095,0.093588,-0.002056,39.029552,40.645950,4.977022,-12.397407,-9.578406,-4.022756,20.227968,27.808023,-17.426208,-2.540759,-34.616898,-31.207684,5.670242,-0.006974,0.258659,-0.029934,-0.084822,-0.150000,-0.133489,0.176933,-0.226933,-0.025580,-0.126802,0.008803,,0.021004,,,,
137,1,0,,0.895909,0.878515,-0.017393,0.033607,0.044787,-1.923534,-0.008240,0.027636,-1.620356,0.266435,0.405804,-0.032370,0.222252,0.014924,0.577868,-0.405232,0.043252,0.024266,-0.240652,-0.050169,-0.587369,0.387194,0.060346,-0.002245,-0.030749,0.295124,0.011148,0.583432,-0.355471,-0.015611,-0.029370,-0.289335,-0.098813,-0.506873,0.257522,-0.038739,-0.009848,-0.001622,-0.072872,0.003776,-0.005564,-0.049762,0.058864,0.053636,0.048683,0.048645,-0.080497,0.129672,0.099085,0.007604,40.877365,22.704792,-2.634214,-9.893794,-1.344693,-9.443481,-4.305711,30.269854,-7.170814,16.816816,-28.257574,-22.388651,5.633965,-0.000505,0.241604,-0.057501,-0.069763,-0.105001,-0.088183,0.149574,-0.198859,-0.048169,-0.121080,0.011106,,0.014049,,,,
138,1,0,,0.896678,0.875926,-0.020753,0.031523,0.042038,-1.931715,-0.007024,0.021169,-1.627145,0.250209,0.326274,-0.035286,0.224836,0.008604,0.600569,-0.419996,0.046220,0.025775,-0.258933,-0.055136,-0.635455,0.401770,0.062931,0.008477,-0.029434,0.299563,0.017238,0.589128,-0.356282,-0.026268,-0.034686,-0.284682,-0.107129,-0.500028,0.251922,-0.040109,-0.009883,-0.005851,-0.074727,-0.008634,0.011442,-0.063714,0.072489,0.060461,0.025750,0.051994,-0.135427,0.149849,0.103041,0.018360,25.382463,22.088228,-0.495353,-0.280455,-0.292617,-4.538314,3.772545,18.289984,0.063282,-2.760268,-22.320494,-23.382605,5.645906,-0.011143,0.251169,-0.050875,-0.078877,-0.142035,-0.092834,0.150598,-0.186909,-0.043387,-0.113038,0.025084,,0.021659,,,,
139,1,0,,0.897098,0.873130,-0.023968,0.029703,0.037412,-1.938504,-0.005510,0.013219,-1.635813,0.247684,0.331523,-0.038072,0.224443,0.000120,0.621043,-0.434945,0.049027,0.026112,-0.284203,-0.061323,-0.698265,0.411997,0.061775,0.019212,-0.028422,0.300977,0.017419,0.592977,-0.353558,-0.028505,-0.039221,-0.280219,-0.113912,-0.498028,0.249192,-0.041134,-0.009878,-0.009650,-0.076534,-0.017299,0.028066,-0.081387,0.077532,0.065333,-0.003984,0.052590,-0.200237,0.162805,0.102908,0.029091,44.299801,5.403825,-3.677992,9.303592,3.151748,1.404824,3.594805,18.546591,-19.036943,13.211888,-28.998760,-25.850691,5.667202,0.003872,0.267312,-0.025430,-0.071539,-0.118420,-0.102255,0.127010,-0.171086,-0.048060,-0.151725,0.010535,,0.010224,,,,
140,1,0,,0.897109,0.870232,-0.026877,0.029163,0.031049,-1.948118,-0.003793,0.004536,-1.645428,0.226510,0.261409,-0.040795,0.222560,-0.009448,0.640403,-0.449986,0.051752,0.025862,-0.312970,-0.068120,-0.768442,0.420048,0.058746,0.029954,-0.028084,0.300854,0.012405,0.599393,-0.343315,-0.018535,-0.043167,-0.278686,-0.123637,-0.504639,0.250215,-0.041541,-0.009988,-0.012710,-0.078294,-0.021853,0.041010,-0.106671,0.070287,0.069029,-0.034284,0.055517,-0.263803,0.169834,0.100287,0.039942,29.766699,-5.876908,0.125157,10.608973,6.409658,10.483156,32.363537,14.176117,-8.118256,-39.542988,-40.570553,-20.156496,5.701648,-0.009728,0.284258,0.023981,-0.083507,-0.248019,-0.088150,0.114797,-0.141243,-0.030899,-0.145292,-0.012847,,0.007831,,,,
141,1,0,,0.896096,0.866651,-0.029445,0.030157,0.021875,-1.953455,-0.000837,-0.006089,-1.657296,0.212363,0.519770,-0.044020,0.219581,-0.021357,0.662767,-0.467276,0.053222,0.025513,-0.347037,-0.072415,-0.850729,0.421690,0.062999,0.038419,-0.028645,0.300622,0.005718,0.610174,-0.330125,0.002076,-0.045240,-0.282296,-0.128834,-0.526760,0.259088,-0.041688,-0.010175,-0.015375,-0.081041,-0.027075,0.052594,-0.137151,0.051146,0.070753,-0.064742,0.056418,-0.323969,0.162602,0.104687,0.048594,17.457281,-0.685949,-1.406751,14.136686,3.867899,16.400591,21.240772,-17.207367,3.526617,-31.381269,-25.746483,-14.602450,5.784055,-0.019361,0.309597,0.070825,-0.130141,-0.286879,-0.073661,0.119936,-0.132858,-0.036675,-0.127829,0.047825,,-0.002599,,,,
142,1,0,,0.893431,0.863054,-0.030378,0.031965,0.012600,-1.955603,0.002380,-0.016777,-1.669876,0.213381,0.532644,-0.047205,0.214873,-0.033920,0.682881,-0.485386,0.054319,0.026257,-0.381376,-0.071902,-0.933210,0.422034,0.065578,0.046090,-0.030389,0.300523,0.003086,0.622010,-0.318611,0.029881,-0.045580,-0.296458,-0.126782,-0.569253,0.278149,-0.041499,-0.010355,-0.016816,-0.085650,-0.037006,0.060871,-0.166774,0.024438,0.071837,-0.084918,0.054881,-0.363957,0.143886,0.107077,0.056445,14.483647,-34.577911,4.880473,15.733866,4.411433,18.634651,38.052475,-52.094292,1.887762,-48.706326,-8.079819,5.335213,5.910295,-0.025442,0.324889,0.116893,-0.205250,-0.413483,-0.029832,0.082657,-0.122265,-0.020467,-0.120738,0.119450,,0.008969,,,,
143,1,0,,0.888272,0.859424,-0.028848,0.033080,0.003220,-1.958447,0.006012,-0.027617,-1.683852,0.275351,0.488897,-0.050307,0.206705,-0.047793,0.698489,-0.505135,0.054668,0.029191,-0.416257,-0.061766,-1.016077,0.419786,0.064809,0.052175,-0.030829,0.295535,0.003040,0.626529,-0.307675,0.061031,-0.043892,-0.322933,-0.111087,-0.635197,0.309077,-0.038423,-0.010548,-0.019479,-0.088830,-0.050833,0.071960,-0.197460,-0.006363,0.073083,-0.093324,0.049321,-0.380880,0.110709,0.103232,0.062723,46.099865,-72.526398,8.477073,2.491676,8.356429,24.188450,44.713333,-64.995476,11.193188,-37.101067,6.188105,13.016665,6.075081,-0.001363,0.286615,0.171031,-0.266021,-0.511804,-0.004939,0.022680,-0.086049,-0.010037,-0.076580,0.200995,,0.016189,,,,
144,1,0,,0.882519,0.856519,-0.026000,0.033086,-0.007274,-1.966015,0.008279,-0.037067,-1.696573,0.269503,0.315392,-0.052357,0.199964,-0.060068,0.714935,-0.523274,0.054917,0.035039,-0.448883,-0.039875,-1.088128,0.414420,0.052723,0.056042,-0.028822,0.284158,-0.004675,0.627030,-0.336800,0.062512,-0.038681,-0.352490,-0.080226,-0.704673,0.342522,-0.030989,-0.010347,-0.023535,-0.084194,-0.055393,0.087905,-0.186474,-0.007595,0.073721,-0.096392,0.040351,-0.383455,0.071899,0.083713,0.066389,65.510811,-68.678635,13.659716,-15.781686,42.643578,38.758034,72.273827,-61.781940,7.923600,-23.424009,13.407476,6.759400,4.874606,0.020563,0.261025,0.203646,-0.296638,-0.553714,-0.004915,0.009689,-0.083035,0.023762,-0.042705,0.250558,,0.012835,,,,
145,1,0,,0.880176,0.853977,-0.026199,0.033940,-0.018634,-1.983278,0.009901,-0.045822,-1.708666,0.292093,0.470017,-0.053880,0.193937,-0.071544,0.731798,-0.540608,0.055116,0.042347,-0.480379,-0.012104,-1.154766,0.407495,0.034977,0.058800,-0.021605,0.274390,-0.023214,0.632072,-0.338849,0.040787,-0.032315,-0.380924,-0.048940,-0.769843,0.378101,-0.024409,-0.010343,-0.032275,-0.080453,-0.048331,0.099726,-0.201759,0.014329,0.074661,-0.099456,0.036836,-0.384923,0.029394,0.059385,0.069142,122.482254,-48.035168,43.526115,-54.834923,11.984142,40.061512,104.869568,-68.599266,-6.435743,-29.108763,14.898786,2.280862,5.899171,0.075403,0.166359,0.234236,-0.330400,-0.624039,-0.010391,0.020540,-0.147099,0.047091,-0.034241,0.296714,,0.038045,,,,
146,1,0,,0.878992,0.852601,-0.026391,0.032274,-0.026536,-1.996321,0.009155,-0.052489,-1.715944,0.306902,0.186958,-0.053854,0.188630,-0.078397,0.746852,-0.554368,0.055143,0.054127,-0.505458,0.030475,-1.194980,0.404138,0.008053,0.057738,-0.013562,0.264942,-0.036656,0.631404,-0.339601,0.028841,-0.022594,-0.409691,-0.012504,-0.827662,0.402890,-0.021762,-0.010398,-0.040292,-0.076312,-0.041740,0.115448,-0.214767,0.026302,0.076721,-0.095767,0.042978,-0.367318,0.001248,0.029815,0.068136,88.534012,-28.949795,41.825417,-50.471294,-3.387966,39.752724,109.365311,-48.841694,-8.658129,-21.076227,4.551376,-0.673544,5.976157,0.062275,0.179836,0.220024,-0.332877,-0.645448,-0.020879,0.038343,-0.175775,0.073030,0.003514,0.273865,,0.017667,,,,
147,1,0,,0.878486,0.851466,-0.027020,0.028325,-0.034737,-2.004366,0.008008,-0.058278,-1.722630,0.305303,0.356322,-0.053421,0.181980,-0.084891,0.758383,-0.568174,0.055212,0.065797,-0.527071,0.074932,-1.222992,0.401016,-0.019837,0.056563,-0.004445,0.252713,-0.045536,0.627004,-0.339040,0.021796,-0.008637,-0.431276,0.027237,-0.872608,0.420847,-0.019992,-0.010401,-0.048976,-0.070733,-0.039355,0.131379,-0.229134,0.033416,0.074435,-0.095795,0.047696,-0.350383,-0.019832,0.000154,0.066963,126.586388,-64.561729,37.840492,-47.627926,-0.141788,42.122543,127.150177,-53.781864,-13.102683,-8.302452,9.563545,0.019018,5.951196,0.103184,0.172976,0.215684,-0.343832,-0.634647,-0.017028,-0.027411,-0.165292,0.104902,0.038077,0.299423,,0.011192,,,,
148,1,0,,0.878314,0.850813,-0.027501,0.021932,-0.041593,-2.008525,0.005992,-0.062307,-1.728127,0.328836,0.358887,-0.052175,0.172645,-0.090670,0.762868,-0.582072,0.055365,0.077247,-0.541752,0.123147,-1.226591,0.398362,-0.049658,0.055159,0.005876,0.241341,-0.049491,0.622282,-0.338709,0.018417,0.009048,-0.449088,0.066826,-0.908101,0.430625,-0.020966,-0.010391,-0.058051,-0.068696,-0.041179,0.140586,-0.243363,0.036948,0.068199,-0.092664,0.056320,-0.318489,-0.032263,-0.028692,0.065550,102.619896,-4.510509,36.209202,-48.660099,-14.612441,37.931782,116.704414,-29.428984,-19.144791,-20.228472,2.238222,-3.719991,5.963618,0.092986,0.163262,0.201958,-0.332053,-0.673729,-0.032181,0.039939,-0.198710,0.129334,0.068788,0.276079,,0.001688,,,,
149,1,0,,0.878214,0.850361,-0.027853,0.014967,-0.045767,-2.013719,0.003363,-0.065046,-1.733282,0.328769,0.383452,-0.050414,0.162272,-0.096074,0.764099,-0.593074,0.056036,0.084600,-0.553141,0.170084,-1.212744,0.395067,-0.078999,0.054207,0.017854,0.230423,-0.056402,0.615701,-0.338832,0.016543,0.028282,-0.465131,0.097858,-0.933950,0.431976,-0.024240,-0.010192,-0.068268,-0.068151,-0.039672,0.148398,-0.254242,0.039492,0.056318,-0.088010,0.072226,-0.278794,-0.036909,-0.054759,0.064400,106.647781,-62.317669,25.072611,-49.519676,-18.658262,39.411396,95.322891,-62.989101,-11.573666,8.929210,4.452037,-3.111993,5.461458,0.114407,0.151262,0.201140,-0.379417,-0.621920,-0.037061,-0.047787,-0.203773,0.135739,0.103202,0.272163,,-0.027307,,,,
150,1,0,,0.878400,0.850011,-0.028389,0.008695,-0.050126,-2.022148,0.000427,-0.067146,-1.738262,0.332723,0.203911,-0.048396,0.151379,-0.101291,0.763703,-0.602628,0.056964,0.089903,-0.562883,0.216383,-1.190169,0.391452,-0.108101,0.053482,0.028973,0.216531,-0.064136,0.607600,-0.340399,0.019092,0.049671,-0.474458,0.128034,-0.942978,0.418528,-0.024209,-0.010171,-0.077370,-0.065152,-0.037155,0.156103,-0.262229,0.037872,0.040232,-0.088425,0.088348,-0.247192,-0.027076,-0.083893,0.063653,21.181190,-23.175375,20.581711,-41.911983,-27.237896,36.460419,53.885788,-22.390501,1.732989,8.085720,-9.313200,1.879277,5.862596,0.065710,0.164835,0.168198,-0.331437,-0.591515,-0.018254,-0.011089,-0.227989,0.136625,0.156424,0.200679,,-0.039091,,,,
151,1,0,,0.878648,0.849561,-0.029087,0.005519,-0.051623,-2.028668,-0.001723,-0.067361,-1.742562,0.361812,0.210132,-0.047519,0.138438,-0.105477,0.758062,-0.609228,0.058209,0.083095,-0.575037,0.240644,-1.152652,0.387737,-0.107915,0.051885,0.036149,0.207330,-0.070107,0.604224,-0.345308,0.030178,0.071964,-0.480365,0.156171,-0.939803,0.394004,-0.023777,-0.010138,-0.083669,-0.068892,-0.035370,0.153838,-0.263919,0.028031,0.011131,-0.094671,0.084473,-0.212849,-0.006266,-0.084138,0.062023,-8.451977,-8.699285,10.749602,-46.890728,-27.813246,34.875401,10.431658,-26.351057,9.393620,5.195481,-7.430741,0.272257,5.864541,0.046428,0.160565,0.159680,-0.340392,-0.570151,-0.023534,0.004239,-0.244073,0.128992,0.193106,0.168198,,-0.059905,,,,
152,1,0,,0.878923,0.848863,-0.030060,0.003504,-0.050856,-2.035945,-0.003027,-0.066999,-1.745791,0.397110,0.241220,-0.047683,0.126060,-0.108572,0.753207,-0.616329,0.059421,0.073329,-0.588017,0.256887,-1.112888,0.383654,-0.103330,0.049009,0.042250,0.198567,-0.074971,0.599703,-0.351192,0.041875,0.089907,-0.484299,0.179893,-0.930058,0.376496,-0.025091,-0.010134,-0.089933,-0.072507,-0.033602,0.153505,-0.265138,0.017546,-0.016578,-0.103718,0.076994,-0.182830,0.007159,-0.078239,0.059143,17.687983,-31.156494,22.436167,-49.983753,-25.267834,32.929878,15.131031,-26.624662,7.244741,7.131163,-2.081190,-0.589444,5.885744,0.068792,0.134742,0.151772,-0.336564,-0.542039,-0.029107,-0.031075,-0.242544,0.138743,0.210030,0.179200,,-0.044418,,,,
153,1,0,,0.879171,0.847670,-0.031500,0.000126,-0.049542,-2.043320,-0.002637,-0.065469,-1.746875,0.442345,0.424668,-0.049928,0.114806,-0.109488,0.749925,-0.624437,0.060568,0.057643,-0.602651,0.257088,-1.068632,0.378835,-0.089949,0.043574,0.049655,0.187818,-0.077029,0.592404,-0.354584,0.052516,0.099531,-0.485797,0.193214,-0.915354,0.364199,-0.028133,-0.010161,-0.099583,-0.073012,-0.032459,0.157520,-0.269853,0.008052,-0.041888,-0.116854,0.063874,-0.153278,0.014636,-0.061816,0.053735,23.760948,-28.560913,22.734241,-38.706825,-21.252205,31.134121,7.444374,-32.606850,0.078395,13.637468,-4.511481,-2.363905,5.889875,0.082865,0.158721,0.147575,-0.341306,-0.504921,-0.038724,-0.043213,-0.231369,0.122463,0.202127,0.165553,,-0.048289,,,,
154,1,0,,0.879173,0.846636,-0.032537,-0.002436,-0.046375,-2.049913,-0.002318,-0.062915,-1.745380,0.463544,0.435969,-0.052358,0.102813,-0.108050,0.744064,-0.631154,0.061439,0.041750,-0.617687,0.252843,-1.021515,0.367808,-0.081784,0.035896,0.054563,0.178587,-0.072140,0.586507,-0.358438,0.061518,0.103309,-0.486342,0.194957,-0.894595,0.347921,-0.027555,-0.010140,-0.106921,-0.075773,-0.035910,0.157557,-0.272717,-0.000079,-0.061559,-0.131344,0.057885,-0.126920,0.019887,-0.054230,0.046036,-17.850660,-15.199561,18.564798,-34.844593,-11.796614,23.948563,-0.759274,-8.348498,6.029311,13.515816,-7.601876,2.840911,5.882713,0.050733,0.160905,0.134722,-0.316315,-0.472116,-0.017776,-0.034218,-0.217970,0.110985,0.205694,0.135429,,-0.039526,,,,
155,1,0,,0.878827,0.845682,-0.033145,-0.003334,-0.039428,-2.052001,-0.002027,-0.059850,-1.742595,0.509867,0.321254,-0.054880,0.090451,-0.105436,0.736913,-0.637177,0.062173,0.025752,-0.632923,0.246373,-0.972967,0.353674,-0.076228,0.027095,0.056054,0.174311,-0.055720,0.582973,-0.366634,0.062315,0.104332,-0.486474,0.191613,-0.868745,0.337246,-0.024192,-0.010101,-0.110934,-0.083860,-0.049717,0.153939,-0.270544,-0.000141,-0.078580,-0.146449,0.054760,-0.104222,0.016428,-0.052036,0.037196,8.305800,-4.503671,22.071011,-31.675714,-0.132744,17.206242,8.106949,-3.598876,2.383976,12.431417,-1.223252,2.407273,5.834544,0.063757,0.166901,0.101976,-0.310595,-0.436106,-0.013389,-0.016068,-0.207970,0.110404,0.192663,0.152075,,-0.006956,,,,
156,1,0,,0.877999,0.844504,-0.033495,-0.002173,-0.029952,-2.050288,-0.001302,-0.056321,-1.736903,0.547072,0.374283,-0.057661,0.076446,-0.100478,0.727720,-0.642525,0.062713,0.014294,-0.647788,0.238971,-0.927240,0.336537,-0.067337,0.015800,0.056424,0.174160,-0.038040,0.582205,-0.376166,0.061049,0.103335,-0.486531,0.182549,-0.841574,0.324027,-0.020783,-0.010082,-0.114085,-0.097714,-0.062438,0.145515,-0.266359,0.001664,-0.089040,-0.161257,0.056422,-0.085666,0.012510,-0.046554,0.025881,-33.861614,-11.008566,13.237471,-20.641224,2.240617,21.848450,-23.986979,0.033909,5.924139,4.967786,-8.428962,2.643637,5.777516,0.033869,0.197469,0.109616,-0.306516,-0.421473,-0.009990,-0.017855,-0.213890,0.083414,0.183605,0.111172,,-0.004406,,,,
157,1,0,,0.876750,0.843199,-0.033551,0.002572,-0.021195,-2.050096,-0.000472,-0.052454,-1.731123,0.584907,0.507150,-0.060369,0.061909,-0.095512,0.717750,-0.647973,0.062949,0.004193,-0.661533,0.232307,-0.882201,0.323263,-0.059287,0.004444,0.055388,0.172377,-0.025429,0.581529,-0.386520,0.060212,0.101370,-0.485941,0.173200,-0.817090,0.303886,-0.017204,-0.010097,-0.115757,-0.110468,-0.070083,0.136221,-0.261453,0.002736,-0.097177,-0.175592,0.059107,-0.065111,0.019377,-0.042084,0.014540,-61.810410,-34.050018,14.199505,-15.532523,18.476303,21.956148,-44.806263,-11.749667,18.275991,5.309112,-7.594912,4.039605,5.804649,0.012767,0.202928,0.108066,-0.317056,-0.402230,-0.002836,-0.051108,-0.189138,0.067144,0.197541,0.085615,,0.005741,,,,
158,1,0,,0.875031,0.841640,-0.033391,0.009776,-0.013919,-2.053236,0.000554,-0.047904,-1.725171,0.638051,0.659908,-0.062931,0.046308,-0.090532,0.706223,-0.653621,0.062577,-0.003195,-0.673036,0.227118,-0.838538,0.317720,-0.052922,-0.007033,0.054957,0.167399,-0.020708,0.579935,-0.397295,0.060592,0.096753,-0.485903,0.166146,-0.798516,0.295315,-0.018352,-0.010187,-0.117888,-0.121091,-0.069824,0.126288,-0.256326,0.001984,-0.099948,-0.187133,0.060971,-0.040023,0.022406,-0.034569,0.003155,-17.998226,-51.837692,20.302216,1.251884,24.089476,24.411295,-28.131866,-37.194527,8.892535,4.259397,1.147210,-1.764125,5.870884,0.043050,0.228897,0.117120,-0.346961,-0.401370,-0.026942,-0.078958,-0.188681,0.065705,0.174872,0.121393,,0.010442,,,,
159,1,0,,0.872744,0.839395,-0.033349,0.018471,-0.007715,-2.054884,0.002443,-0.043496,-1.719010,0.698568,0.521152,-0.066162,0.029972,-0.085305,0.695923,-0.661553,0.062461,-0.010077,-0.685714,0.214368,-0.804521,0.311065,-0.054200,-0.019227,0.054907,0.161264,-0.016246,0.578547,-0.408367,0.057927,0.091220,-0.485965,0.163840,-0.784906,0.290058,-0.022445,-0.010284,-0.121070,-0.131292,-0.069059,0.117375,-0.253186,0.004534,-0.101297,-0.199750,0.050528,-0.019615,0.021007,-0.031755,-0.008943,-28.607595,-37.361160,27.917879,-10.078189,31.153090,19.289986,-20.933697,-20.863895,11.226257,2.381022,-5.211722,-1.379454,5.927938,0.036263,0.207891,0.099073,-0.328679,-0.400507,-0.032061,-0.073254,-0.179953,0.064942,0.180456,0.098754,,0.029231,,,,
160,1,0,,0.869667,0.836808,-0.032859,0.028457,-0.000476,-2.051442,0.004776,-0.039169,-1.712738,0.761117,0.503371,-0.069728,0.013269,-0.079956,0.686236,-0.670626,0.062474,-0.016705,-0.698981,0.197836,-0.775329,0.303854,-0.059302,-0.031781,0.055170,0.159613,-0.010329,0.581985,-0.421045,0.053163,0.084367,-0.488327,0.159322,-0.777373,0.287605,-0.028849,-0.010354,-0.124898,-0.146343,-0.069627,0.104252,-0.249581,0.009311,-0.101072,-0.210654,0.038514,0.002044,0.016249,-0.030453,-0.021427,14.202440,-9.318644,19.564121,8.126529,18.891479,16.057598,-12.261829,-27.959728,-2.416028,-6.364047,-0.792721,-5.140491,5.974851,0.064153,0.258523,0.081417,-0.342922,-0.424439,-0.050783,-0.030001,-0.227830,0.059713,0.150453,0.115641,,0.024042,,,,
161,1,0,,0.864855,0.834029,-0.030826,0.039386,0.003899,-2.045307,0.008685,-0.036833,-1.703763,0.808182,0.497980,-0.074147,-0.003145,-0.072119,0.683356,-0.677718,0.061423,-0.019640,-0.710340,0.172089,-0.762812,0.300013,-0.053743,-0.048252,0.055275,0.161815,0.000671,0.599016,-0.441209,0.041944,0.075337,-0.488936,0.145862,-0.772959,0.287564,-0.034411,-0.010371,-0.129422,-0.164960,-0.072790,0.084340,-0.236509,0.019480,-0.094977,-0.221404,0.026228,0.010147,0.012449,-0.019331,-0.037881,-4.908524,-17.131756,12.344893,46.964451,18.411457,1.855399,-13.559358,-27.341864,-1.040847,10.605819,2.695538,-2.345379,5.978845,0.051941,0.383453,0.027987,-0.337978,-0.392515,-0.046793,-0.031919,-0.261582,0.044335,0.133141,0.123297,,0.031408,,,,
162,1,0,,0.858864,0.831315,-0.027549,0.049586,0.006075,-2.037632,0.012201,-0.034099,-1.694082,0.748971,0.236629,-0.077811,-0.019169,-0.063612,0.680492,-0.684219,0.059731,-0.021606,-0.719988,0.149186,-0.752431,0.296841,-0.048546,-0.065170,0.054024,0.172496,0.021553,0.639710,-0.470882,0.025705,0.066961,-0.489165,0.127391,-0.784291,0.302695,-0.041685,-0.010387,-0.131835,-0.191664,-0.085165,0.040782,-0.213337,0.034026,-0.088567,-0.230823,0.021794,0.031859,-0.005854,-0.006861,-0.054783,5.887227,5.121875,-5.511379,72.455360,-7.543828,-9.045435,-38.513458,-12.774136,-26.071613,82.884239,-7.907267,14.561735,7.201214,0.051310,0.544150,-0.015898,-0.329305,-0.366544,-0.051783,0.021489,-0.357827,0.038405,0.082342,0.137195,,0.042582,,,,
163,1,0,,0.856790,0.828731,-0.028059,0.053051,0.004425,-2.036235,0.014921,-0.030528,-1.682992,0.681762,0.769047,-0.079965,-0.034411,-0.053767,0.677662,-0.689539,0.056755,-0.021638,-0.726210,0.131972,-0.746323,0.295006,-0.044078,-0.082982,0.049567,0.185354,0.051543,0.701962,-0.498682,0.011851,0.062095,-0.492463,0.128466,-0.813983,0.328384,-0.051115,-0.010055,-0.129532,-0.219765,-0.105310,-0.024300,-0.190857,0.044904,-0.083733,-0.233748,0.003506,0.067661,-0.033378,0.007036,-0.072927,-0.144672,12.790621,-5.298358,58.501011,-7.611259,-7.842473,-14.547963,-6.618383,-38.497040,75.768448,-15.427575,3.173522,5.673772,0.037751,0.614719,-0.026626,-0.322253,-0.338751,-0.061370,0.042807,-0.388803,0.040482,0.056566,0.159066,,0.067710,,,,
